Draw,Date,Winning Number 1,2,3,4,5,6,Supplementary Number 1,2,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize
4053,2020-05-23,1,21,25,30,32,45,31,38,,2,4,4,2,1,0,3,1,1,4,1232163.59,56,11136.00,1185,1135.60,58962,34.50,131557,25.95,270095,15.05
4051,2020-05-16,4,11,16,17,19,26,15,25,,5,1,3,3,1,4,1,0,0,12,410606.71,94,6654.20,1781,757.85,79279,25.75,178532,19.20,340716,12.00
4049,2020-05-09,7,21,22,35,38,39,34,44,,3,3,4,2,1,0,2,3,0,11,1818181.82,154,9694.55,2722,1183.55,142059,34.30,345796,23.65,708011,13.75
4047,2020-05-02,10,14,16,18,31,43,4,35,,4,2,2,4,1,3,0,1,1,4,1217458.56,60,10261.75,1002,1326.00,56999,35.25,147342,22.85,289720,13.85
4045,2020-04-25,3,15,17,23,34,38,18,31,23,3,3,4,2,1,2,1,2,0,5,1982910.00,72,9614.20,1270,1176.15,67092,33.65,170895,22.15,353502,12.80
4043,2020-04-18,23,24,29,39,40,41,5,37,,0,6,4,2,0,0,3,2,1,0,0.00,50,11281.05,906,1343.45,45270,40.65,120273,25.65,270965,13.60
4041,2020-04-11,5,10,11,14,26,27,35,37,11,4,2,3,3,2,2,2,0,0,7,608714.79,63,8574.00,1476,789.70,71386,24.70,139983,21.10,239399,14.75
4039,2020-04-04,11,19,22,33,36,39,7,18,,3,3,4,2,0,2,1,3,0,7,613016.67,80,6808.10,1367,859.75,60110,29.55,155803,19.15,339234,10.50
4037,2020-03-28,3,7,10,16,37,43,20,23,10,4,2,4,2,3,1,0,1,1,2,2819795.84,81,8819.70,1373,1122.80,71096,32.80,192690,20.30,385184,12.10
4035,2020-03-21,10,19,26,27,31,33,9,43,27,2,4,4,2,1,1,2,2,0,3,1386240.79,57,9229.55,963,1178.85,53614,32.00,129194,22.30,240533,14.25
4033,2020-03-14,8,13,27,40,41,42,3,4,40,2,4,3,3,1,1,1,1,2,1,4107243.02,49,10636.55,940,1196.45,49577,34.30,129740,22.00,267271,12.75
4031,2020-03-07,3,7,28,33,34,40,1,38,3,2,4,3,3,2,0,1,3,0,6,702073.82,51,10472.90,1077,1070.15,53601,32.50,132739,22.05,238068,14.65
4029,2020-02-29,3,12,29,30,31,38,22,45,29,2,4,3,3,1,1,2,2,0,4,1095232.37,50,11110.85,960,1248.75,51636,35.10,128920,23.60,254692,14.25
4027,2020-02-22,8,11,15,16,23,29,7,25,11,4,2,4,2,1,3,2,0,0,7,642608.33,110,5176.35,1663,738.85,77073,24.10,192934,16.15,380978,9.75
4025,2020-02-15,3,4,11,21,24,39,34,40,24,4,2,4,2,2,1,2,1,0,8,2500000.00,155,8814.20,2582,1141.80,140466,31.75,326199,22.95,636234,14.00
4023,2020-02-08,17,19,24,36,38,44,2,39,"17,24",2,4,2,4,0,2,1,2,1,4,1104264.47,48,11651.65,1173,1028.85,49154,37.15,118978,25.75,238230,15.30
4021,2020-02-01,1,10,17,24,29,33,5,26,"10,17,24",3,3,4,2,2,1,2,1,0,6,692782.72,68,7743.25,1121,1013.60,55943,30.70,145031,19.85,309959,11.10
4019,2020-01-25,10,17,19,24,36,38,22,40,"10,24",3,3,2,4,1,2,1,2,0,3,1600488.18,59,10300.20,1059,1238.30,57296,34.60,143572,23.15,293761,13.50
4017,2020-01-18,3,10,12,24,34,35,38,40,,3,3,2,4,2,1,1,2,0,5,866693.67,54,10173.60,971,1220.90,51003,35.15,118907,25.30,240792,14.90
4015,2020-01-11,11,17,18,20,37,41,15,36,11,4,2,4,2,0,4,0,1,1,2,2169262.50,53,10386.90,852,1394.30,48885,36.75,123814,24.35,261716,13.75
4013,2020-01-04,11,16,33,38,40,42,12,45,,2,4,2,4,0,2,0,3,1,3,1497160.07,37,15397.85,929,1323.35,49998,37.20,122126,25.55,249786,14.90
4011,2019-12-28,1,13,19,31,37,39,5,33,37,3,3,6,0,1,2,0,3,0,11,2727272.73,237,9333.50,4300,1110.10,221395,32.60,554335,21.85,1144361,12.60
4009,2019-12-21,18,23,28,30,35,37,4,33,,1,5,3,3,0,1,3,2,0,4,1075621.64,48,11347.85,1087,1081.30,53708,33.10,132287,22.55,259180,13.70
4007,2019-12-14,1,9,31,34,39,40,17,37,1,2,4,4,2,2,0,0,4,0,4,1048502.09,43,12371.45,822,1396.50,42894,40.45,113585,25.65,246584,14.10
4005,2019-12-07,1,13,16,25,30,32,17,22,"16,30",3,3,3,3,1,2,2,1,0,2,1962497.08,47,11342.55,1000,1150.35,52790,32.95,133565,21.85,283976,13.25
4003,2019-11-30,10,16,20,22,30,38,14,42,30,4,2,0,6,1,2,2,1,0,7,587936.00,67,8332.00,1072,1123.75,59322,30.70,137966,22.15,241415,16.30
4001,2019-11-23,7,14,25,30,37,45,6,34,,2,4,4,2,1,1,2,1,1,7,577792.94,49,11186.00,1017,1163.00,51473,34.75,122660,24.45,241305,16.00
3999,2019-11-16,11,22,28,31,32,34,14,21,28,2,4,2,4,0,1,2,3,0,6,659502.54,60,8956.10,1041,1113.90,56091,31.25,137129,21.45,302233,12.55
3997,2019-11-09,1,10,25,27,28,36,14,18,"1,10",2,4,3,3,2,0,3,1,0,5,797869.82,56,9667.55,939,1244.15,52755,33.50,145233,20.40,294816,12.95
3995,2019-11-02,1,2,10,12,21,42,13,40,2,5,1,2,4,3,1,1,0,1,12,1666666.67,114,11016.35,2672,1014.25,130857,31.30,306082,22.45,624044,14.20
3993,2019-10-26,2,7,28,29,31,45,6,38,,2,4,4,2,2,0,2,1,1,4,1007593.45,46,11892.25,991,1191.20,53394,33.45,127737,23.45,243315,15.85
3991,2019-10-19,18,21,26,39,41,43,33,35,,2,4,4,2,0,1,2,1,2,2,2034983.87,52,10630.55,928,1285.40,47654,37.85,119915,25.25,244507,15.95
3989,2019-10-12,6,8,16,17,27,33,26,28,33,4,2,3,3,2,2,1,1,0,10,382311.53,75,6926.30,1209,927.20,57748,29.35,140210,20.30,271523,13.50
3987,2019-10-05,4,12,20,33,34,36,10,23,"4,20",3,3,1,5,1,2,0,3,0,4,973232.37,46,11470.05,954,1193.45,58253,29.55,129568,22.30,300805,12.35
3985,2019-09-28,4,11,18,20,22,41,12,44,,5,1,2,4,1,3,1,0,1,2,2002612.29,60,9065.35,1209,970.80,59090,30.05,141115,21.10,261068,14.70
3983,2019-09-21,14,29,32,33,40,43,12,24,,1,5,3,3,0,1,1,3,1,7,594970.80,48,11779.45,905,1348.20,46500,39.70,118045,26.20,286031,13.95
3981,2019-09-14,7,20,27,38,39,41,9,43,,2,4,4,2,1,1,1,2,1,4,960296.23,47,11076.50,876,1282.40,45809,37.10,118699,24.00,229871,15.95
3979,2019-09-07,1,8,10,14,23,36,7,15,"14,36",4,2,2,4,3,1,1,1,0,7,573928.68,57,9552.50,1111,1057.55,60260,29.50,164070,18.15,337998,11.35
3977,2019-08-31,7,14,15,17,36,41,20,24,,4,2,4,2,1,3,0,1,1,7,2857142.86,104,10804.90,1937,1251.85,103891,35.30,271744,22.65,571270,13.85
3975,2019-08-24,4,9,10,11,32,33,23,29,,4,2,3,3,3,1,0,2,0,2,1970439.52,57,9381.75,879,1312.80,51808,33.70,143537,20.40,305179,12.35
3973,2019-08-17,6,19,23,24,28,35,29,38,6,2,4,3,3,1,1,3,1,0,4,989632.50,48,11200.10,1041,1114.40,54493,32.20,133820,22.00,248693,15.25
3971,2019-08-10,1,6,9,37,38,39,11,45,38,3,3,4,2,3,0,0,3,0,4,1017643.37,53,10401.15,903,1317.35,45056,39.90,125917,23.95,277286,14.00
3969,2019-08-03,3,5,28,32,38,44,25,27,38,2,4,2,4,2,0,1,2,1,9,446898.09,53,10313.90,897,1315.05,47610,37.45,125449,23.85,280867,13.75
3967,2019-07-27,11,13,23,27,35,38,5,8,,2,4,5,1,0,2,2,2,0,8,1000000.00,123,6032.85,1800,889.60,88713,27.30,227499,17.85,499856,10.45
3965,2019-07-20,2,8,12,18,30,42,14,39,18,4,2,0,6,2,2,1,0,1,12,359682.38,72,8144.80,1597,792.40,68379,28.00,140825,22.80,250074,16.55
3963,2019-07-13,5,16,18,22,36,41,1,7,"18,41",4,2,2,4,1,2,1,1,1,14,1428571.43,143,7585.20,2492,939.25,112073,31.60,282158,21.05,674735,11.35
3961,2019-07-06,15,18,23,30,41,44,1,5,,2,4,3,3,0,2,2,0,2,5,774826.59,50,10496.25,835,1356.30,44928,38.10,121505,23.65,314389,11.75
3959,2019-06-29,5,14,21,33,35,42,7,40,5,3,3,4,2,1,1,1,2,1,1,3897900.02,75,7053.05,1025,1113.65,57561,30.00,131714,22.00,287842,12.95
3957,2019-06-22,5,10,11,12,29,41,13,21,41,4,2,4,2,2,2,1,0,1,4,931789.71,54,9367.40,1004,1087.20,55411,29.80,145542,19.00,332137,10.75
3955,2019-06-15,8,18,24,39,41,42,5,16,"24,39,42",2,4,2,4,1,1,1,1,2,4,942419.40,54,9473.10,835,1322.00,43471,38.40,116291,24.10,272058,13.25
3953,2019-06-08,1,22,24,36,39,42,12,41,,2,4,2,4,1,0,2,2,1,4,953391.46,60,8610.25,857,1300.80,43097,39.10,111737,25.30,214641,16.95
3951,2019-06-01,6,9,20,25,27,31,2,36,,3,3,4,2,2,1,2,1,0,3,1292118.57,64,8206.90,1287,880.65,60190,28.50,141864,20.25,247423,14.95
3949,2019-05-25,1,11,18,29,35,44,28,38,,3,3,4,2,1,2,1,1,1,5,790203.64,67,7995.70,1147,1007.85,54918,31.85,129221,22.70,276372,13.65
3947,2019-05-18,2,6,8,36,39,45,5,13,,3,3,2,4,3,0,0,2,1,3,1363514.13,38,14619.05,877,1366.90,47105,38.50,133217,22.85,343567,11.40
3945,2019-05-11,17,27,28,32,34,44,8,22,27,1,5,2,4,0,1,2,2,1,6,3333333.34,117,10797.70,2270,1200.95,120260,34.30,310452,22.25,712029,12.50
3943,2019-05-04,7,8,23,24,27,33,15,41,,2,4,4,2,2,0,3,1,0,7,573863.51,71,7689.60,1154,1020.90,64324,27.70,145070,20.60,233702,16.50
3941,2019-04-27,1,16,21,26,39,41,2,6,16,3,3,4,2,1,1,2,1,1,4,979483.89,52,10209.10,872,1313.70,45964,37.70,120032,24.20,301481,12.40
3939,2019-04-20,9,14,16,18,20,36,7,19,"16,18",5,1,1,5,1,4,0,1,0,1,3971149.27,58,9296.35,1003,1160.05,54667,32.20,150004,19.70,356800,10.65
3937,2019-04-13,16,18,19,21,22,25,4,41,,5,1,3,3,0,3,3,0,0,7,574330.46,57,9560.05,1384,849.65,60423,29.45,135196,22.05,235486,16.30
3935,2019-04-06,4,8,10,12,38,39,6,13,8,4,2,1,5,3,1,0,2,0,2,2099625.55,64,8889.40,967,1269.55,56565,32.80,146490,21.25,332577,12.05
3933,2019-03-30,5,8,26,27,31,33,11,22,33,2,4,4,2,2,0,2,2,0,9,2222222.23,120,9640.05,2261,1104.05,119438,31.60,339656,18.65,765721,10.65
3931,2019-03-23,9,29,32,33,37,39,11,27,,1,5,5,1,1,0,1,4,0,4,958001.14,48,10856.50,895,1256.45,47193,36.05,125093,22.80,342548,10.75
3929,2019-03-16,1,8,12,15,31,42,32,36,,4,2,3,3,2,2,0,1,1,3,1279122.52,51,10200.90,1021,1099.55,53121,31.95,117043,24.35,236338,15.50
3927,2019-03-09,16,17,21,27,29,43,37,40,43,3,3,5,1,0,2,3,0,1,3,1316406.07,54,9924.95,986,1172.95,53611,32.60,129362,22.70,235386,16.05
3925,2019-03-02,5,10,38,39,40,43,4,24,,2,4,3,3,2,0,0,3,1,2,1977896.39,42,12788.40,731,1585.55,43954,39.90,108676,27.05,272602,13.90
3923,2019-02-23,13,19,20,21,25,37,27,33,19,4,2,5,1,0,3,2,1,0,6,672193.57,67,8152.35,1077,1094.40,58403,30.50,149435,20.00,291350,13.20
3921,2019-02-16,18,19,26,27,38,43,15,22,,2,4,3,3,0,2,2,1,1,12,1666666.67,118,10488.60,2406,1110.05,118910,33.95,304706,22.25,672367,13.00
3919,2019-02-09,9,11,13,16,17,21,33,38,21,6,0,5,1,1,4,1,0,0,10,405890.35,69,7989.05,1710,695.65,73325,24.55,143163,21.10,247509,15.70
3917,2019-02-02,1,5,12,21,24,45,2,15,,4,2,4,2,2,1,2,0,1,7,574474.92,52,10510.25,1191,990.25,59866,29.80,149380,20.05,288847,13.35
3915,2019-01-26,8,18,19,36,38,42,4,39,8,3,3,1,5,1,2,0,2,1,6,678118.79,49,11261.85,1053,1130.85,54245,33.20,130924,23.05,244767,15.90
3913,2019-01-19,8,10,11,15,26,45,28,37,"11,15,45",4,2,3,3,2,2,1,0,1,4,1029708.99,71,7858.80,1173,1026.45,60943,29.90,143967,21.20,282620,13.90
3911,2019-01-12,5,11,15,23,35,45,17,43,,3,3,6,0,1,2,1,1,1,7,544506.45,71,7272.90,1689,659.75,67880,24.80,129012,21.90,233941,15.55
3909,2019-01-05,3,18,20,24,26,34,32,42,,3,3,1,5,1,2,2,1,0,2,1962514.85,50,10658.25,997,1153.45,52542,33.10,125231,23.30,236417,15.90
3907,2018-12-29,2,9,17,30,33,39,22,41,9,3,3,4,2,2,1,1,2,0,17,1764705.89,216,9490.30,4092,1081.00,201039,33.25,500794,22.40,971271,14.90
3905,2018-12-22,5,9,14,29,41,43,15,37,,3,3,5,1,2,1,1,0,2,4,1018499.24,55,10062.40,992,1203.90,49667,36.35,123149,24.60,245753,15.90
3903,2018-12-15,23,28,32,33,35,39,5,42,23,0,6,4,2,0,0,2,4,0,4,980293.19,62,8596.25,933,1232.70,49034,35.45,119667,24.40,246758,15.25
3901,2018-12-08,2,6,23,25,26,43,7,9,25,2,4,3,3,2,0,3,0,1,9,439800.84,68,7887.10,952,1215.70,51318,34.10,147354,19.90,358251,10.55
3899,2018-12-01,5,24,25,27,31,38,18,20,24,1,5,4,2,1,0,3,2,0,4,1004705.27,64,8530.55,927,1270.90,51485,34.60,140056,21.35,284334,13.55
3897,2018-11-24,7,10,20,24,29,37,32,42,,3,3,3,3,2,1,2,1,0,3,1364143.36,60,9266.85,1195,1004.05,59920,30.30,127686,23.85,245169,16.00
3895,2018-11-17,6,18,19,26,30,31,16,25,,3,3,2,4,1,2,2,1,0,9,456752.50,73,7631.40,1215,989.40,59769,30.40,148598,20.50,286652,13.70
3893,2018-11-10,1,21,22,23,38,44,17,20,,3,3,3,3,1,0,3,1,1,2,2034570.34,54,10221.20,877,1358.10,47439,37.95,127328,23.75,281766,13.80
3891,2018-11-03,3,5,12,14,35,36,15,42,,4,2,3,3,2,2,0,2,0,9,441295.45,59,9134.80,1000,1163.00,50828,34.60,123358,23.90,238401,15.95
3889,2018-10-27,9,13,16,17,32,37,6,14,,4,2,4,2,1,3,0,2,0,7,2857142.86,107,10803.85,2064,1208.60,111516,33.85,272558,23.20,583337,14.00
3887,2018-10-20,5,14,15,38,42,45,8,22,,3,3,3,3,1,2,0,1,2,9,443884.30,53,10231.50,804,1455.40,44674,39.60,120511,24.65,333902,11.45
3885,2018-10-13,3,6,10,34,37,40,15,18,"34,40",3,3,2,4,3,0,0,3,0,4,993091.48,49,11002.10,854,1362.20,47172,37.30,125151,23.60,285645,13.30
3883,2018-10-06,1,2,7,22,34,40,15,26,2,4,2,2,4,3,0,1,2,0,1,4020291.14,55,9929.40,1046,1126.65,56967,31.30,137735,21.70,287666,13.40
3881,2018-09-29,2,9,10,13,16,25,17,19,9,5,1,3,3,3,2,1,0,0,3,1345546.88,76,7198.25,1330,887.60,65816,27.10,162659,18.40,309697,12.45
3879,2018-09-22,9,21,26,29,32,44,2,28,44,2,4,3,3,1,0,3,1,1,1,4115786.02,39,14299.65,926,1299.60,50010,36.40,127912,23.85,290962,13.50
3877,2018-09-15,1,3,7,15,44,45,26,34,,4,2,5,1,3,1,0,0,2,10,408233.51,55,10089.35,1169,1024.35,58888,30.75,135375,22.45,244134,16.05
3875,2018-09-08,19,22,24,25,42,43,4,14,43,2,4,3,3,0,1,3,0,2,1,4169740.14,47,12037.50,861,1417.95,46943,39.35,126899,24.40,315301,12.65
3873,2018-09-01,5,10,14,16,36,43,18,19,5,4,2,2,4,2,2,0,1,1,9,2222222.23,122,11584.45,2430,1255.05,129561,35.60,348857,22.20,725873,13.75
3871,2018-08-25,5,15,18,29,31,35,9,36,,3,3,5,1,1,2,1,2,0,7,603397.66,69,8305.90,1588,778.80,65289,28.65,146257,21.45,290679,13.90
3869,2018-08-18,6,17,19,26,37,38,2,10,,3,3,3,3,1,2,1,2,0,7,622806.56,59,10026.35,1020,1251.50,54171,35.65,148322,21.85,344416,12.10
3867,2018-08-11,1,8,15,20,23,44,11,18,,4,2,3,3,2,2,1,0,1,6,671513.12,58,9433.15,1071,1102.35,57639,30.95,161337,18.55,340479,11.35
3865,2018-08-04,12,14,24,25,35,38,36,39,,2,4,2,4,0,2,2,2,0,9,444985.88,40,13586.50,954,1229.30,46999,37.75,108094,27.50,235197,16.30
3863,2018-07-28,21,27,29,31,37,40,6,11,,1,5,5,1,0,0,3,3,0,7,2857142.86,124,9258.00,2282,1085.55,115305,32.50,296931,21.15,661335,12.25
3861,2018-07-21,2,4,14,15,16,24,18,33,,5,1,1,5,2,3,1,0,0,4,1004249.80,49,11140.65,1268,929.00,57906,30.75,131398,22.75,260461,14.80
3859,2018-07-14,6,11,12,32,40,45,10,20,6,3,3,2,4,1,2,0,2,1,6,672883.61,55,9959.25,895,1320.70,48509,36.85,127173,23.60,334095,11.55
3857,2018-07-07,1,6,18,23,29,43,3,35,1,3,3,4,2,2,1,2,0,1,8,503668.42,69,7929.10,1221,966.90,55582,32.10,140500,21.30,274995,14.05
3855,2018-06-30,1,14,20,25,26,40,3,24,,3,3,2,4,1,2,2,1,0,2,2070113.85,54,10402.10,1109,1093.00,54914,33.40,139336,22.05,294525,13.45
3853,2018-06-23,9,10,18,31,35,41,16,26,,3,3,4,2,2,1,0,2,1,10,2000000.00,146,9243.65,2413,1206.90,123255,35.75,315203,23.45,681754,13.95
3851,2018-06-16,2,8,12,22,26,45,1,38,"22,26",4,2,1,5,2,1,2,0,1,10,417040.52,92,6160.65,1557,785.50,68562,27.00,152116,20.40,250044,16.00
3849,2018-06-09,7,10,22,25,26,36,30,43,7,3,3,2,4,2,0,3,1,0,4,1001158.26,71,7662.70,1341,875.45,63000,28.20,137386,21.70,245151,15.65
3847,2018-06-02,7,14,17,19,24,37,2,23,,4,2,4,2,1,3,1,1,0,6,659358.93,75,7150.20,1348,858.45,63273,27.65,152215,19.30,300829,12.55
3845,2018-05-26,10,21,25,29,38,40,7,22,21,2,4,3,3,1,0,3,2,0,3,1336093.02,57,9556.35,911,1290.25,49292,36.05,136256,21.90,343316,11.20
3843,2018-05-19,6,9,21,33,39,42,19,40,6,3,3,4,2,2,0,1,2,1,9,461555.44,66,8538.70,1087,1118.75,52914,34.75,130113,23.70,271285,14.65
3841,2018-05-12,6,12,14,17,31,38,32,34,,4,2,2,4,1,3,0,2,0,14,1428571.43,130,10219.60,2691,1065.35,130706,33.15,306682,23.70,645979,14.50
3839,2018-05-05,10,22,28,34,42,45,3,11,,2,4,1,5,1,0,2,1,2,2,2013144.80,61,8969.95,1118,1056.10,53718,33.25,131588,22.75,345109,11.20
3837,2018-04-28,13,29,33,35,38,43,15,41,,1,5,5,1,0,1,1,3,1,5,810693.74,55,9997.85,1036,1145.35,53744,33.40,122830,24.50,228689,16.95
3835,2018-04-21,11,12,17,31,42,44,3,19,17,3,3,3,3,0,3,0,1,2,2,2041916.91,52,10627.30,928,1285.00,49747,36.25,135504,22.30,355124,10.95
3833,2018-04-14,7,9,10,17,18,38,20,35,"7,17",5,1,3,3,3,2,0,1,0,7,580653.79,45,12254.85,1107,1075.00,57774,31.15,136301,22.15,275711,14.10
3831,2018-04-07,6,7,8,17,23,35,29,30,"8,23",4,2,4,2,3,1,1,1,0,4,1030924.39,63,8870.90,1299,928.40,63842,28.55,156087,19.60,267789,14.70
3829,2018-03-31,8,15,23,27,43,44,11,35,23,2,4,4,2,1,1,2,0,2,1,4248309.28,63,9142.05,964,1289.25,54143,34.70,148296,21.25,311063,13.05
3827,2018-03-24,10,19,23,30,33,39,17,34,33,2,4,4,2,1,1,2,2,0,15,1333333.34,128,9332.65,2338,1102.55,117735,33.10,287193,22.75,577011,14.60
3825,2018-03-17,26,32,33,35,38,41,27,45,,0,6,3,3,0,0,1,4,1,6,658157.13,62,8648.95,1007,1149.10,46475,37.65,108738,27.00,249732,15.15
3823,2018-03-10,2,4,22,31,34,44,25,27,2,3,3,1,5,2,0,1,2,1,3,1326203.89,65,8289.90,1067,1089.75,51090,34.40,128406,22.95,273053,13.90
3821,2018-03-03,2,21,29,35,36,45,40,44,,2,4,4,2,1,0,2,2,1,4,986210.30,41,13079.10,868,1333.15,46641,37.50,111659,26.30,241258,15.70
3819,2018-02-24,1,5,14,15,19,30,20,28,30,5,1,4,2,2,3,1,0,0,9,455920.08,83,6705.75,1413,850.00,67607,26.85,172600,17.65,299556,13.10
3817,2018-02-17,3,8,13,30,31,35,17,25,,3,3,4,2,2,1,1,2,0,2,2129546.22,91,6342.30,1335,932.90,65582,28.70,162038,19.50,316307,12.85
3815,2018-02-10,2,7,16,23,27,44,25,28,"23,27",3,3,3,3,2,1,2,0,1,14,1500000.00,189,7724.05,3153,999.10,155989,30.55,379333,21.05,762565,13.50
3813,2018-02-03,11,12,13,23,24,27,22,31,11,3,3,4,2,0,3,3,0,0,8,513902.85,141,3954.55,1537,782.85,70409,25.85,168160,18.15,306972,12.80
3811,2018-01-27,1,4,7,11,32,40,26,29,,4,2,3,3,3,1,0,2,0,8,500446.24,115,4719.65,1901,616.10,78310,22.60,160957,18.45,294322,13.00
3809,2018-01-20,2,5,9,14,31,34,7,13,,4,2,3,3,3,1,0,2,0,2,2077008.59,72,7854.70,1108,1101.40,55921,33.00,158899,19.50,418714,9.55
3807,2018-01-13,1,6,16,19,36,45,5,11,,4,2,3,3,2,2,0,1,1,7,592528.67,70,8046.10,1403,866.25,58816,31.25,152323,20.25,389501,10.20
3805,2018-01-06,3,12,31,32,35,44,13,14,35,2,4,3,3,1,1,0,3,1,4,990953.99,45,11973.35,846,1374.30,46096,38.15,119244,24.75,253590,15.00
3803,2017-12-30,6,9,27,30,35,37,4,14,,2,4,4,2,2,0,2,2,0,21,1428571.43,212,10194.00,3961,1177.35,210839,33.45,524925,22.55,1123440,13.55
3801,2017-12-23,8,11,13,21,23,34,24,42,,4,2,4,2,1,2,2,1,0,10,420040.92,71,8021.00,1823,674.10,75952,24.45,150651,20.70,257201,15.60
3799,2017-12-16,1,5,26,28,39,45,12,44,28,2,4,4,2,2,0,2,1,1,4,976274.19,51,10386.15,920,1242.40,47352,36.50,124243,23.35,257387,14.50
3797,2017-12-09,14,17,28,30,34,36,44,45,14,2,4,1,5,0,2,2,2,0,1,3929428.30,41,13006.60,899,1280.00,48152,36.15,116956,24.95,230753,16.30
3795,2017-12-02,8,14,16,23,25,44,2,9,44,3,3,2,4,1,2,2,0,1,3,1340376.71,70,7802.10,1095,1076.30,53290,33.45,140652,21.25,317292,12.15
3793,2017-11-25,4,6,18,31,36,44,1,10,6,3,3,1,5,2,1,0,2,1,5,812915.51,57,9676.65,954,1247.60,52083,34.55,132351,22.80,320292,12.15
3791,2017-11-18,6,19,26,28,40,42,33,36,19,2,4,1,5,1,1,2,1,1,3,1364341.55,47,11840.45,983,1221.65,50078,36.25,129458,23.55,262898,14.95
3789,2017-11-11,18,19,27,30,38,43,16,21,30,2,4,3,3,0,2,2,1,1,6,658047.71,44,12159.40,916,1260.40,50598,34.50,128319,22.80,277220,13.60
3787,2017-11-04,4,7,17,22,26,30,41,44,17,4,2,2,4,2,1,3,0,0,11,369059.13,65,8464.55,1520,781.10,71877,25.00,129996,23.15,229991,16.85
3785,2017-10-28,1,13,17,38,40,44,22,31,13,3,3,3,3,1,2,0,2,1,7,3000000.00,136,10184.60,2485,1202.80,128659,35.15,331653,22.85,716580,13.65
3783,2017-10-21,13,22,30,34,42,45,39,44,"13,34",2,4,2,4,0,1,2,1,2,3,1355718.06,49,11272.15,960,1241.55,49392,36.50,119713,25.25,239890,16.25
3781,2017-10-14,6,13,18,25,34,39,9,42,"13,18,34",3,3,3,3,1,2,1,2,0,2,2008468.44,46,11866.50,1073,1097.75,52139,34.15,127753,23.40,243158,15.85
3779,2017-10-07,7,13,15,18,31,34,17,27,34,4,2,4,2,1,3,0,2,0,4,1009441.97,85,6450.40,1392,849.95,63768,28.05,164024,18.30,358240,10.80
3777,2017-09-30,1,19,20,22,32,34,3,33,,4,2,2,4,1,2,1,2,0,2,2007452.28,43,12647.15,892,1315.60,49404,35.90,125025,23.80,278532,13.75
3775,2017-09-23,6,8,13,40,44,45,2,16,45,3,3,2,4,2,1,0,1,2,4,1009035.64,38,14413.80,971,1217.25,49773,35.90,130287,23.00,284155,13.60
3773,2017-09-16,5,10,20,29,41,45,7,26,,3,3,4,2,2,1,1,0,2,4,1011836.63,66,8324.25,1085,1092.65,56364,31.80,142495,21.10,323050,12.00
3771,2017-09-09,12,21,28,35,40,42,4,9,21,2,4,2,4,0,1,2,2,1,6,695626.88,73,7777.60,1545,793.00,66098,28.05,133207,23.35,323390,12.40
3769,2017-09-02,16,17,21,22,23,44,2,30,,4,2,3,3,0,2,3,0,1,12,1666666.67,136,10058.75,2463,1198.55,128642,34.70,327132,22.90,686155,14.05
3767,2017-08-26,11,15,20,27,38,45,18,42,45,3,3,4,2,0,3,1,1,1,6,684957.29,60,9297.75,1094,1100.40,57525,31.65,135905,22.45,264261,14.90
3765,2017-08-19,3,9,23,30,39,45,7,17,45,2,4,5,1,2,0,2,1,1,5,830431.50,57,9874.80,1012,1200.20,53375,34.40,147344,20.90,363941,10.90
3763,2017-08-12,7,11,14,16,26,45,34,35,"7,11",4,2,3,3,1,3,1,0,1,6,716806.11,62,9412.65,1185,1062.70,62576,30.45,134809,23.70,237765,17.30
3761,2017-08-05,1,7,11,20,21,32,22,26,,5,1,4,2,2,2,1,1,0,6,719408.05,81,7237.10,1553,814.55,76734,24.95,175206,18.30,333712,12.40
3759,2017-07-29,28,30,31,34,42,43,4,25,42,0,6,2,4,0,0,2,2,2,19,1052631.58,132,10637.40,2538,1193.85,125627,36.45,309475,24.85,694575,14.25
3757,2017-07-22,11,22,27,32,42,44,7,39,"11,22,44",2,4,2,4,0,1,2,1,2,13,329266.60,125,4640.05,1358,921.65,61960,30.55,153696,20.65,287644,14.20
3755,2017-07-15,1,11,22,25,41,44,9,23,"11,22",3,3,4,2,1,1,2,0,2,4,985744.11,42,12754.25,1030,1122.25,54309,32.20,140506,20.85,293328,12.90
3753,2017-07-08,11,18,22,24,26,33,19,28,18,3,3,2,4,0,2,3,1,0,8,496656.01,69,7823.20,1188,980.50,59688,29.50,150725,19.60,311218,12.25
3751,2017-07-01,6,10,18,19,32,36,1,13,32,4,2,1,5,2,2,0,2,0,3,1354929.32,47,11750.50,1061,1123.25,54748,32.90,143920,21.00,326455,11.95
3749,2017-06-24,1,5,13,29,32,43,38,40,5,3,3,5,1,2,1,1,1,1,15,1400000.00,114,11129.00,2352,1164.00,122770,33.70,289911,23.95,591103,15.15
3747,2017-06-17,5,19,25,30,33,34,1,2,,2,4,4,2,1,1,2,2,0,3,1376814.83,50,11185.10,928,1300.45,54069,33.75,137440,22.25,283299,13.90
3745,2017-06-10,12,14,20,22,24,44,6,32,,4,2,0,6,0,3,2,0,1,3,1331103.79,46,11799.70,1026,1141.60,51559,34.35,128683,23.10,244129,15.70
