Draw,Date,Winning Number 1,2,3,4,5,6,7,Supplementary Number 1,2,3,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
966,2012-08-21,5,18,32,33,35,36,44,4,39,,18,2,5,3,4,1,1,0,4,1,0,0.00,6,26303.33,76,4275.30,422,396.00,3842,50.75,89849,24.80,160241,15.60
965,2012-08-14,4,7,14,18,19,28,42,27,40,,"19,28,4",5,2,2,5,2,3,1,0,1,0,0.00,4,22555.25,64,2902.30,331,288.60,3429,32.50,69162,18.40,106059,13.45
964,2012-08-07,3,4,15,19,28,38,44,25,42,,19,4,3,3,4,2,2,1,1,1,0,0.00,3,24154.00,41,3638.71,223,344.05,2082,43.00,46551,22.00,74920,15.30
963,2012-07-31,1,5,8,14,17,19,20,2,18,,20,7,0,4,3,3,4,0,0,0,1,10000000.00,12,10583.58,107,2443.70,629,213.80,4436,35.35,92504,19.40,158248,12.70
962,2012-07-24,6,20,29,31,36,40,43,2,17,,20,2,5,3,4,1,1,1,3,1,0,0.00,4,21777.25,51,3516.51,286,322.50,2075,51.85,49588,24.80,88742,15.55
961,2012-07-17,3,4,16,17,20,32,34,38,41,,"20,4",5,2,2,5,2,3,0,2,0,0,0.00,3,24664.00,36,4231.61,184,425.80,1809,50.55,41839,24.95,67723,17.30
960,2012-07-10,1,4,9,19,20,37,40,7,24,,19,5,2,4,3,3,2,0,2,0,1,10000000.00,4,34971.75,71,4056.35,520,284.85,3906,44.25,89957,21.95,168461,13.15
959,2012-07-03,19,21,24,28,32,34,45,16,18,,19,2,5,3,4,0,1,3,2,1,0,0.00,1,90711.00,38,4914.71,206,466.25,2246,49.90,51766,24.75,94416,15.20
958,2012-06-26,1,7,11,17,19,25,43,14,21,,1,5,2,7,0,2,3,1,0,1,0,0.00,5,14473.40,59,2525.25,336,228.05,2786,32.10,58615,17.45,96427,11.90
957,2012-06-19,1,2,4,10,16,31,39,18,21,,10,5,2,3,4,4,1,0,2,0,1,13000000.00,3,54266.33,76,4410.20,467,369.10,4179,48.10,95917,23.95,178203,14.45
956,2012-06-12,7,8,10,26,33,42,45,30,37,,33,3,4,3,4,3,0,1,1,2,0,0.00,2,66543.50,58,4724.21,399,353.15,3463,47.45,82331,22.80,145139,14.50
955,2012-06-05,1,12,30,33,34,37,44,27,38,,37,2,5,3,4,1,1,1,3,1,0,0.00,4,22448.75,50,3697.46,251,378.80,2059,53.85,49889,25.40,93767,15.15
954,2012-05-29,3,11,29,35,37,43,45,5,24,,45,2,5,7,0,1,1,1,2,2,0,0.00,5,15339.40,49,3222.55,264,307.60,2594,36.50,52218,20.75,87161,13.90
953,2012-05-22,6,12,14,22,33,38,45,13,19,,"14,45,38",4,3,2,5,1,2,1,2,1,1,5000000.00,1,100044.00,58,3551.26,309,342.80,2736,45.15,58679,24.05,110366,14.35
952,2012-05-15,7,10,14,17,19,38,45,20,25,,17,5,2,4,3,2,3,0,1,1,0,0.00,1,76062.00,37,4232.35,230,350.15,2158,43.55,49358,21.75,87341,13.80
951,2012-05-08,6,8,17,28,34,41,42,4,19,,"34,6",3,4,2,5,2,1,1,1,2,3,24952195.67,27,47006.67,627,4167.50,3806,353.10,33131,47.30,766771,23.35,1402533,14.30
950,2012-05-01,2,6,25,29,34,36,37,3,8,,6,2,5,3,4,2,0,2,3,0,0,0.00,21,34346.24,312,4759.50,2084,366.45,18157,49.05,424392,24.00,783401,14.55
949,2012-04-24,4,6,11,16,19,27,45,13,43,,27,5,2,4,3,2,3,1,0,1,0,0.00,13,27823.38,199,3742.15,1237,309.60,10893,41.00,243312,21.00,432658,13.25
948,2012-04-17,9,21,24,27,35,38,40,30,39,,35,2,5,4,3,1,0,3,3,0,0,0.00,9,28427.44,142,3709.45,834,324.80,6899,45.80,155152,23.30,274318,14.75
947,2012-04-10,6,15,22,35,36,42,45,10,23,,36,3,4,3,4,1,1,1,2,2,0,0.00,2,80818.00,88,3781.60,462,370.45,4195,47.60,94677,24.10,172331,14.85
946,2012-04-03,7,10,19,21,27,36,44,2,8,,,4,3,4,3,2,1,2,1,1,0,0.00,5,28613.60,87,3385.66,558,271.50,4719,37.45,101362,19.95,174264,13.00
945,2012-03-27,3,11,15,17,18,24,39,23,34,,"15,3",5,2,5,2,1,4,1,1,0,0,0.00,4,28633.25,46,5126.15,324,374.30,3045,46.45,72251,22.40,127465,14.20
944,2012-03-20,3,5,15,22,23,34,40,2,26,,"23,3",4,3,4,3,2,1,2,2,0,0,0.00,1,84455.00,30,5795.97,235,380.50,2098,49.75,51391,23.20,92523,14.45
943,2012-03-13,3,23,26,29,32,33,42,13,36,,"32,29",1,6,4,3,1,0,3,2,1,0,0.00,6,11361.00,35,4009.74,386,187.00,1739,48.40,41554,23.15,82917,13.00
942,2012-03-06,5,7,15,21,29,32,41,36,37,,5,4,3,6,1,2,1,2,1,1,1,5000000.00,4,22221.50,39,4692.31,257,366.20,2456,44.70,56388,22.25,98139,14.35
941,2012-02-28,5,8,12,17,28,30,43,25,31,,,4,3,3,4,2,2,2,0,1,0,0.00,0,0.00,43,4912.00,246,297.20,2332,36.60,49283,19.80,78455,13.95
940,2012-02-21,6,13,14,19,31,41,45,9,28,,31,4,3,5,2,1,3,0,1,2,1,2000000.00,2,36102.00,30,4955.17,250,305.80,1868,47.75,43000,23.70,82282,13.90
939,2012-02-14,7,10,23,25,27,31,43,20,34,,25,2,5,6,1,2,0,3,1,1,1,15000000.00,3,57628.00,117,3042.20,582,314.50,5246,40.70,114655,21.30,196825,13.90
938,2012-02-07,1,5,20,21,25,33,39,29,41,,"1,39",4,3,6,1,2,1,2,2,0,0,0.00,1,124852.00,59,4356.75,349,378.80,3276,47.10,75004,23.50,135768,14.55
937,2012-01-31,1,9,12,14,18,32,39,11,25,,12,5,2,3,4,2,3,0,2,0,0,0.00,3,30046.00,34,5458.15,229,416.75,2195,50.75,51991,24.50,100247,14.25
936,2012-01-24,10,12,13,27,29,40,44,15,18,,13,3,4,3,4,1,2,2,1,1,0,0.00,1,84318.00,46,3773.80,258,346.05,2440,42.70,55190,21.55,96915,13.75
935,2012-01-17,2,5,7,11,13,31,32,21,27,,"5,7",5,2,5,2,3,2,0,2,0,0,0.00,4,16712.00,37,3719.70,431,164.20,2410,34.25,51672,18.25,99842,10.60
934,2012-01-10,5,6,7,8,37,39,44,33,40,,39,4,3,4,3,4,0,0,2,1,1,5000000.00,1,85644.00,37,4765.59,253,358.45,2296,46.10,53641,22.55,90365,15.00
933,2012-01-03,1,22,31,34,35,39,42,6,43,,35,2,5,4,3,1,0,1,4,1,0,0.00,1,63818.00,20,6569.50,137,493.20,1209,65.20,31972,28.20,59387,17.00
932,2011-12-27,6,9,12,18,20,35,38,13,41,,9,5,2,2,5,2,3,0,2,0,1,5000000.00,16,4142.56,44,3101.41,216,324.90,1947,42.05,42077,22.25,69624,15.05
931,2011-12-20,7,8,9,21,29,36,40,10,32,,"29,21",4,3,4,3,3,0,2,2,0,0,0.00,2,35407.50,37,3940.41,246,304.80,2296,38.10,49203,20.30,81899,13.70
930,2011-12-13,11,18,21,25,29,42,45,23,40,,29,3,4,5,2,0,2,3,0,2,1,20000000.00,9,24624.78,126,3621.30,661,355.00,6251,43.80,140999,22.20,245690,14.25
929,2011-12-06,2,8,12,24,29,30,33,11,17,,"33,12",3,4,2,5,2,1,3,1,0,0,0.00,3,58931.33,91,3999.85,609,307.40,4811,45.40,114003,21.90,212283,13.20
928,2011-11-29,5,6,9,12,15,33,34,1,4,,5,5,2,4,3,3,2,0,2,0,0,0.00,3,47566.00,85,3456.35,493,306.45,4033,43.70,91375,22.05,166112,13.60
927,2011-11-22,5,10,11,16,21,25,37,12,39,,,5,2,5,2,2,2,2,1,0,0,0.00,4,23420.25,53,3639.09,313,316.90,3004,38.50,65026,20.35,106211,13.95
926,2011-11-15,6,7,8,9,20,22,28,29,39,,6,6,1,2,5,4,1,2,0,0,0,0.00,3,24357.33,64,2350.66,302,256.20,3099,29.15,59424,17.35,90148,12.85
925,2011-11-08,1,3,6,15,18,21,34,12,28,,,6,1,4,3,3,2,1,1,0,1,20000000.00,11,20299.36,116,3963.10,1194,198.00,6358,43.40,144274,21.85,269353,13.10
924,2011-11-01,5,12,17,23,25,31,44,13,19,,,3,4,5,2,1,2,2,1,1,0,0.00,3,51667.67,72,4432.31,556,295.20,4429,43.25,100143,21.85,184745,13.30
923,2011-10-25,3,16,29,33,34,35,36,14,31,,"16,36",2,5,4,3,1,1,1,4,0,0,0.00,4,30431.75,58,4320.95,387,333.05,3160,47.60,73834,23.30,125729,15.30
922,2011-10-18,6,10,15,16,36,43,45,9,44,,6,4,3,3,4,2,2,0,1,2,0,0.00,2,40093.50,35,4716.91,212,400.50,1824,54.30,44152,25.65,81599,15.55
921,2011-10-11,6,8,12,25,32,39,44,10,41,,25,3,4,2,5,2,1,1,2,1,0,0.00,4,17615.75,38,3817.66,191,390.60,1680,51.80,38511,25.85,69088,16.15
920,2011-10-04,1,2,9,19,25,36,42,5,6,,,4,3,4,3,3,1,1,1,1,1,5000000.00,3,29354.67,44,4120.59,309,301.75,2349,46.30,53773,23.10,105726,13.20
919,2011-09-27,15,21,23,26,32,34,40,22,37,,,2,5,3,4,0,1,3,3,0,0,0.00,3,25101.67,33,4698.15,192,415.30,1686,55.15,40978,25.95,74063,16.10
918,2011-09-20,1,4,17,19,22,27,29,8,28,,,5,2,5,2,2,2,3,0,0,2,7500000.00,4,44690.25,88,4182.25,689,274.70,5648,39.10,124232,20.30,224254,12.60
917,2011-09-13,6,18,20,24,31,37,38,8,21,,20,3,4,2,5,1,2,1,3,0,0,0.00,4,34195.75,70,4023.06,382,379.15,3353,50.40,79428,24.30,146001,14.80
916,2011-09-06,2,5,16,20,27,40,44,22,31,,16,4,3,2,5,2,2,1,1,1,0,0.00,4,22472.25,55,3364.85,282,337.50,2404,46.20,55192,23.00,94634,15.05
915,2011-08-30,4,8,16,22,28,34,41,13,20,,,4,3,1,6,2,1,2,1,1,0,0.00,0,0.00,46,5042.20,269,298.45,2239,41.85,47966,22.30,86000,13.95
914,2011-08-23,7,9,12,18,26,27,39,8,30,,"39,18",4,3,4,3,2,2,2,1,0,1,10000000.00,3,49088.67,82,3697.50,510,305.75,4427,41.10,97358,21.35,173578,13.40
913,2011-08-16,5,18,22,24,25,39,41,6,16,,39,3,4,4,3,1,1,3,1,1,0,0.00,1,99929.00,55,3740.65,253,418.20,2348,52.55,55976,25.20,100307,15.75
912,2011-08-09,6,14,26,27,29,33,39,23,30,,"29,27",2,5,4,3,1,1,3,2,0,0,0.00,1,79854.00,36,4566.81,210,402.60,1959,50.35,46051,24.50,87591,14.45
911,2011-08-02,2,4,20,25,27,29,42,17,32,,27,3,4,3,4,2,1,3,0,1,1,30000000.00,12,27988.92,149,4640.90,1004,354.20,9017,46.00,205086,23.10,355210,14.95
910,2011-07-26,10,21,23,27,35,41,45,37,39,,27,2,5,6,1,1,0,3,1,2,0,0.00,7,33772.71,131,3715.45,791,316.45,6581,44.40,144548,23.10,257207,14.55
909,2011-07-19,5,8,9,20,24,27,34,7,23,,"27,24,8",4,3,3,4,3,1,2,1,0,0,0.00,8,21014.13,101,3426.90,617,288.50,5238,39.65,108551,21.85,204164,13.05
908,2011-07-12,7,8,16,21,24,27,35,5,33,,,4,3,4,3,2,1,3,1,0,0,0.00,3,38629.00,58,4113.66,394,311.45,3617,39.60,78418,20.85,134898,13.60
907,2011-07-05,6,20,28,29,33,34,40,8,21,,"20,28",2,5,2,5,1,1,2,3,0,0,0.00,1,87037.00,36,4977.61,247,373.10,2115,50.85,49591,24.80,91933,15.00
906,2011-06-28,3,16,20,23,27,28,35,17,33,,16,3,4,4,3,1,2,3,1,0,0,0.00,0,0.00,30,7773.80,552,146.25,2353,40.05,50042,21.50,88566,13.60
905,2011-06-21,15,16,17,19,31,37,42,39,44,,15,4,3,5,2,0,4,0,2,1,2,10000000.00,5,48417.60,102,4886.45,747,343.15,6255,47.80,141506,24.15,242371,15.80
904,2011-06-14,1,3,4,13,15,21,26,14,27,,15,6,1,5,2,3,2,2,0,0,0,0.00,6,26584.33,100,3283.95,579,291.70,5549,35.50,120904,18.65,205433,12.30
903,2011-06-07,7,8,9,15,17,28,41,6,25,,41,5,2,5,2,3,2,1,0,1,0,0.00,3,43097.33,66,4033.20,508,269.50,4052,39.40,91999,19.85,167351,12.20
902,2011-05-31,4,25,33,36,41,43,45,19,21,,25,1,6,5,2,1,0,1,2,3,0,0.00,4,22103.75,31,5871.94,257,364.25,2322,47.05,55111,22.65,101771,13.75
901,2011-05-24,7,9,15,21,24,25,40,3,38,,,4,3,5,2,2,1,3,1,0,0,0.00,0,0.00,28,7939.11,235,327.45,2262,39.70,51973,19.75,92509,12.45
900,2011-05-17,10,11,14,26,29,33,39,21,42,,,3,4,4,3,1,2,2,2,0,1,10000000.00,1,138912.00,84,3404.70,448,328.30,4158,41.25,93269,21.05,164487,13.35
899,2011-05-10,12,15,17,30,34,35,37,4,5,,34,3,4,4,3,0,3,1,3,0,0,0.00,2,41466.00,34,5021.85,290,302.80,2368,43.25,52101,22.45,99477,13.20
898,2011-05-03,10,19,34,36,40,42,45,7,8,,"36,42",2,5,2,5,1,1,0,3,2,0,0.00,1,72927.00,34,4416.00,217,355.85,2033,44.30,47618,21.60,88410,13.05
897,2011-04-26,22,25,29,36,41,42,44,16,21,,,1,6,3,4,0,0,3,1,3,1,25000000.00,6,43662.17,171,3154.15,835,332.20,7543,42.90,169502,21.80,296405,14.00
896,2011-04-19,9,11,19,20,35,43,45,27,37,,9,4,3,6,1,1,3,0,1,2,0,0.00,11,23953.64,175,3099.90,1327,210.25,7661,42.50,179213,20.75,322606,12.90
895,2011-04-12,5,9,13,18,29,40,41,14,19,,"40,18",4,3,5,2,2,2,1,1,1,0,0.00,6,32828.00,110,3686.55,708,294.55,5896,41.25,132354,21.00,242436,12.85
894,2011-04-05,18,21,24,40,42,43,45,10,44,,24,2,5,3,4,0,1,2,1,3,0,0.00,2,74546.50,115,2669.20,644,245.15,4323,42.60,98604,21.35,169294,13.95
893,2011-03-29,3,17,24,25,27,34,41,43,45,,,2,5,5,2,1,1,3,1,1,0,0.00,1,84763.00,42,4155.05,323,277.85,2300,45.50,55640,21.50,95010,14.10
892,2011-03-22,10,13,15,16,37,39,44,24,40,,"16,15",4,3,4,3,1,3,0,2,1,0,0.00,0,0.00,23,8770.22,167,418.10,1492,54.60,37906,24.55,67647,15.45
891,2011-03-15,8,15,16,25,26,28,41,24,35,,"28,16",3,4,3,4,1,2,3,0,1,1,15000000.00,5,29746.60,75,4082.85,543,290.00,4189,43.85,96000,21.85,176511,13.35
890,2011-03-08,7,13,16,20,28,29,36,6,45,,"20,16",4,3,3,4,1,3,2,1,0,0,0.00,3,41136.67,63,4033.00,490,266.65,4084,37.35,89377,19.50,153016,12.75
889,2011-03-01,8,12,14,16,20,33,38,41,43,,16,5,2,1,6,1,4,0,2,0,0,0.00,1,81149.00,33,5062.79,256,335.65,2245,44.65,52729,21.75,83131,15.45
888,2011-02-22,2,5,16,18,26,28,39,15,31,,,4,3,2,5,2,2,2,1,0,0,0.00,3,22737.00,38,3695.66,167,432.50,2126,39.65,45857,21.00,79828,13.50
887,2011-02-15,7,11,20,29,32,37,41,9,33,,41,3,4,5,2,1,2,1,2,1,1,5000000.00,2,42324.50,72,2420.50,309,290.05,2430,43.05,57070,20.95,99859,13.40
886,2011-02-08,14,15,18,23,26,30,41,5,43,,23,3,4,3,4,0,3,3,0,1,0,0.00,1,67034.00,24,5750.50,183,387.85,1710,48.45,41803,22.65,77501,13.70
885,2011-02-01,11,23,27,33,34,37,38,4,14,,34,1,6,5,2,0,1,2,4,0,1,15000000.00,8,18467.63,137,2220.25,590,265.15,5132,35.55,106408,19.60,176057,13.30
884,2011-01-25,5,16,17,28,30,34,41,9,26,,,3,4,3,4,1,2,2,1,1,0,0.00,1,129297.00,20,5219.60,108,325.20,1046,44.55,25631,22.20,46458,14.00
883,2011-01-18,2,4,14,19,21,36,38,8,35,,,5,2,2,5,2,2,1,2,0,0,0.00,2,42389.50,59,2958.41,294,305.35,2603,40.25,58185,20.55,105196,12.75
882,2011-01-11,9,12,17,27,28,33,34,14,20,,33,3,4,4,3,1,2,2,2,0,0,0.00,2,34992.50,21,6861.24,195,380.00,2114,40.90,48539,20.35,82390,13.45
881,2011-01-04,3,4,24,33,39,40,45,13,20,,,2,5,4,3,2,0,1,3,1,1,10000000.00,2,64178.00,59,4479.00,350,388.30,3297,48.10,80713,22.45,154932,13.10
880,2010-12-28,6,14,22,35,36,37,43,10,20,,35,3,4,3,4,1,1,1,3,1,0,0.00,2,31518.00,45,2884.00,186,358.85,1655,47.05,38299,23.25,69366,14.40
879,2010-12-21,7,8,13,26,35,38,42,2,16,,38,3,4,3,4,2,1,1,2,1,0,0.00,1,69262.00,34,4194.06,275,266.70,2150,39.80,47486,20.60,82368,13.30
878,2010-12-14,5,12,22,28,33,34,38,13,40,,,3,4,2,5,1,1,2,3,0,1,15000000.00,6,29439.33,155,2346.20,611,306.10,5932,36.80,125606,19.85,211455,13.20
877,2010-12-07,1,19,23,25,27,36,40,7,24,,25,2,5,5,2,1,1,3,2,0,0,0.00,11,13004.73,94,3133.15,563,269.05,4249,41.60,100481,20.10,185167,12.20
876,2010-11-30,7,8,20,22,25,26,39,38,40,,"7,22,20",4,3,3,4,2,1,3,1,0,0,0.00,2,47474.00,26,7518.46,307,327.45,2795,41.95,64320,20.85,108651,13.85
875,2010-11-23,2,5,7,20,22,43,45,14,24,,43,5,2,4,3,3,1,1,0,2,0,0.00,1,74838.00,51,3021.16,268,295.65,2451,37.70,53104,19.90,87988,13.45
874,2010-11-16,12,26,28,33,36,38,43,11,14,,36,1,6,2,5,0,1,2,3,1,2,10000000.00,10,23846.00,167,2939.80,826,305.65,7434,39.60,160778,20.95,281311,13.40
873,2010-11-09,4,10,25,27,35,36,39,6,16,,,2,5,4,3,2,0,2,3,0,0,0.00,4,45051.75,95,3905.40,561,340.10,4991,44.60,116132,21.90,206071,13.85
872,2010-11-02,11,14,23,30,32,38,43,12,19,,32,2,5,3,4,0,2,2,2,1,0,0.00,2,62045.50,64,3991.91,392,335.20,3390,45.20,78362,22.35,146708,13.40
871,2010-10-26,6,8,20,32,36,40,44,1,28,,8,3,4,0,7,2,1,0,3,1,0,0.00,2,41856.50,32,5385.94,316,280.50,2296,45.05,53778,22.00,101395,13.05
870,2010-10-19,8,13,19,27,35,38,45,23,44,,38,3,4,5,2,1,2,1,2,1,0,0.00,4,18447.50,48,3165.00,309,252.85,2531,36.00,55745,18.70,97377,12.00
869,2010-10-12,1,4,7,22,37,38,40,9,42,,,4,3,3,4,3,0,1,3,0,1,15000000.00,3,63303.67,91,4296.65,591,340.25,5456,43.00,124899,21.45,220230,13.65
868,2010-10-05,3,8,23,26,27,29,41,1,13,,26,2,5,5,2,2,0,4,0,1,0,0.00,5,29314.80,85,3550.25,588,263.95,4694,38.55,106647,19.40,200931,11.55
867,2010-09-28,6,15,25,26,32,33,40,14,42,,,2,5,3,4,1,1,2,3,0,0,0.00,1,94160.00,38,5101.55,255,391.00,2286,50.90,56716,23.45,98531,15.10
866,2010-09-21,8,9,16,35,38,39,44,17,40,,,3,4,3,4,2,1,0,3,1,0,0.00,1,73582.00,32,4734.16,182,428.10,1728,52.60,42919,24.20,81810,14.25
865,2010-09-14,18,23,24,25,29,34,41,37,38,,34,1,6,4,3,0,1,4,1,1,1,20000000.00,5,46058.60,121,3918.45,784,311.00,6553,43.40,149500,21.75,261579,13.95
864,2010-09-07,3,8,27,28,34,40,44,6,23,,"40,8",2,5,2,5,2,0,2,2,1,0,0.00,4,44823.50,105,3515.55,618,307.20,5730,38.65,121951,20.75,221983,12.80
863,2010-08-31,8,13,16,23,30,33,40,3,24,,33,3,4,3,4,1,2,2,2,0,0,0.00,9,16834.78,94,3318.50,735,218.25,4713,39.70,107770,19.85,201952,11.85
862,2010-08-24,2,4,12,17,19,33,44,5,20,,"2,44,17",5,2,3,4,2,3,0,1,1,0,0.00,4,24744.75,54,3773.70,326,321.50,2989,40.90,68014,20.55,126438,12.40
861,2010-08-17,2,3,15,17,23,30,44,5,14,,,4,3,4,3,2,2,2,0,1,0,0.00,1,81061.00,42,3973.60,291,294.95,2468,40.55,54273,21.10,101985,12.60
860,2010-08-10,11,16,21,22,25,28,41,14,39,,41,4,3,4,3,0,2,4,0,1,1,30000000.00,9,39052.11,159,4551.00,1230,302.55,10344,41.95,240104,20.65,415536,13.40
859,2010-08-03,3,15,19,27,31,40,41,28,45,,"19,40",3,4,6,1,1,2,1,2,1,0,0.00,13,21118.08,145,3898.05,958,303.45,8220,41.25,183474,21.10,326677,13.30
858,2010-07-27,1,8,12,19,26,30,40,6,28,,,4,3,2,5,2,2,2,1,0,0,0.00,15,14174.20,153,2861.00,922,244.15,7089,37.05,155550,19.30,275270,12.20
857,2010-07-20,3,5,6,7,13,23,34,2,19,,"6,23,13",5,2,5,2,4,1,1,1,0,0,0.00,5,29039.20,95,3146.65,788,195.10,5506,32.60,123041,16.65,210837,10.90
856,2010-07-13,6,13,16,23,27,31,39,1,45,,,3,4,5,2,1,2,2,2,0,0,0.00,2,42400.00,43,4060.21,303,296.35,2864,36.60,61511,19.45,98946,13.55
855,2010-07-06,9,19,29,30,34,40,45,6,33,,"45,34",2,5,4,3,1,1,2,2,1,0,0.00,1,74981.00,39,3958.26,268,296.25,2394,38.70,50346,21.05,87717,13.55
854,2010-06-29,1,17,21,22,31,34,45,7,40,,,4,3,5,2,1,1,2,2,1,3,17058794.33,29,22833.79,459,2970.20,2591,270.60,21118,38.75,449004,20.80,808388,12.95
853,2010-06-22,2,3,6,14,23,29,41,10,35,,29,4,3,4,3,3,1,2,0,1,0,0.00,9,51922.00,264,3644.25,1553,318.60,13199,43.75,310827,21.20,562126,13.15
852,2010-06-15,8,10,15,18,29,32,38,3,39,,15,4,3,2,5,2,2,1,2,0,0,0.00,13,24957.15,179,3731.70,1153,297.95,9927,40.35,221442,20.70,388905,13.20
851,2010-06-08,5,15,21,26,35,40,43,12,37,,"15,40",3,4,5,2,1,1,2,2,1,0,0.00,7,35117.71,147,3442.90,866,300.55,7377,41.15,164160,21.15,295307,13.15
850,2010-06-01,6,14,15,16,18,30,40,20,23,,15,5,2,1,6,1,4,1,1,0,0,0.00,4,47286.75,113,3446.20,670,298.90,5433,43.00,125033,21.35,231537,12.95
849,2010-05-25,15,24,25,28,36,37,44,7,26,,,1,6,3,4,0,1,3,2,1,0,0.00,4,33906.00,70,3988.96,473,303.60,3663,45.75,86293,22.20,163528,13.10
848,2010-05-18,13,18,22,27,33,38,42,29,40,,"27,13,18",3,4,3,4,0,2,2,2,1,0,0.00,4,20034.00,75,2199.80,250,339.40,2799,35.35,56143,20.15,96167,13.20
847,2010-05-11,7,10,13,15,18,27,45,3,29,,18,5,2,5,2,2,3,1,0,1,0,0.00,3,23065.00,42,3391.90,361,202.95,2745,31.15,57181,17.10,105697,10.35
846,2010-05-04,5,14,16,18,19,20,28,34,36,,18,6,1,2,5,1,5,1,0,0,1,20000000.00,3,72765.33,140,3210.25,733,315.35,7126,37.85,155463,19.80,262385,13.15
845,2010-04-27,3,4,6,12,18,22,42,35,37,,,6,1,1,6,3,2,1,0,1,0,0.00,3,50496.67,106,2942.35,546,293.75,4961,37.70,111652,19.15,179781,13.35
844,2010-04-20,1,9,11,17,30,39,44,13,15,,17,4,3,5,2,2,2,1,1,1,0,0.00,5,26306.00,78,3471.76,442,315.10,3703,43.90,85823,21.65,159016,13.10
843,2010-04-13,17,19,20,21,22,23,33,26,32,,,5,2,5,2,0,3,3,1,0,0,0.00,3,27593.00,491,347.10,360,243.45,3365,30.40,57628,20.30,96720,13.55
842,2010-04-06,2,11,15,36,39,41,43,25,42,,"2,39",3,4,5,2,1,2,0,2,2,0,0.00,1,65775.00,23,5887.78,192,362.75,1673,48.55,39541,23.50,72895,14.30
841,2010-03-30,2,25,28,29,35,39,40,14,31,,,1,6,4,3,1,0,3,3,0,1,30000000.00,9,38424.78,182,3912.00,1044,350.75,10183,41.95,227582,21.45,397345,13.75
840,2010-03-23,6,9,14,23,26,30,44,24,40,,,3,4,2,5,2,1,3,0,1,0,0.00,10,22243.50,147,3115.35,759,310.30,6738,40.80,152630,20.55,257284,13.70
839,2010-03-16,2,3,13,27,31,37,38,12,36,,,3,4,5,2,2,1,1,3,0,0,0.00,12,14635.83,98,3689.70,648,287.00,5417,40.05,122038,20.30,212852,13.05
838,2010-03-09,8,25,39,42,43,44,45,5,26,,43,1,6,4,3,1,0,1,1,4,0,0.00,3,46849.33,67,4318.85,487,305.60,6660,26.05,92996,21.35,154112,14.45
837,2010-03-02,1,2,19,24,26,37,43,18,31,,2,3,4,4,3,2,1,2,1,1,0,0.00,1,75400.00,29,5352.97,227,351.70,2140,43.50,48010,22.15,84374,14.15
836,2010-02-23,2,8,14,17,22,34,35,10,23,,,5,2,2,5,2,2,1,2,0,0,0.00,0,0.00,31,6263.71,162,414.90,1697,46.20,40803,21.95,76739,13.10
835,2010-02-16,1,19,20,21,26,37,44,4,39,,44,4,3,4,3,1,2,2,1,1,1,2000000.00,0,0.00,35,5691.26,190,362.90,1768,45.50,42484,21.65,75824,13.60
834,2010-02-09,5,18,23,24,28,42,44,15,32,,28,2,5,2,5,1,1,3,0,2,1,2000000.00,3,21305.00,29,4537.55,183,369.80,1853,42.60,41907,21.55,71755,14.10
833,2010-02-02,19,22,28,29,32,34,38,5,17,,"32,38",2,5,2,5,0,1,3,3,0,2,2500000.00,1,89164.00,76,2415.45,349,270.50,2989,36.85,62959,20.00,108324,13.00
832,2010-01-26,17,21,32,37,38,40,44,1,36,,"37,40,38",2,5,3,4,0,1,1,4,1,0,0.00,0,0.00,26,7021.35,122,517.95,1527,48.30,36234,23.25,64359,14.65
831,2010-01-19,7,18,20,33,37,38,40,14,30,,"18,33,37,40",3,4,3,4,1,2,0,4,0,2,15000000.00,9,37894.22,165,4255.50,1200,300.90,9559,44.05,220867,21.80,399710,13.50
830,2010-01-12,14,18,23,31,33,37,40,22,42,,,2,5,4,3,0,2,1,4,0,0,0.00,10,24080.30,134,3699.80,864,295.10,6971,42.65,156987,21.65,270219,14.10
829,2010-01-05,3,6,10,11,26,35,39,25,32,,6,4,3,4,3,3,1,1,2,0,0,0.00,8,20824.25,95,3610.40,545,323.65,5293,38.90,114419,20.55,192204,13.70
828,2009-12-29,6,12,13,22,27,28,33,16,23,,,4,3,3,4,1,2,3,1,0,0,0.00,6,17658.33,72,3029.65,391,286.90,3546,36.90,79625,18.80,139598,12.00
827,2009-12-22,1,2,20,35,36,44,45,6,26,,,3,4,3,4,2,1,0,2,2,0,0.00,1,76840.00,64,2471.84,234,347.70,2214,42.85,48246,22.50,85171,14.30
826,2009-12-15,7,12,22,28,29,32,37,34,36,,"29,7",3,4,3,4,1,1,3,2,0,0,0.00,0,0.00,37,5580.46,257,278.10,2276,36.65,49598,19.20,82465,12.95
825,2009-12-08,7,11,29,34,35,42,45,3,4,,,2,5,5,2,1,1,1,2,2,1,40000000.00,18,23032.89,241,3541.80,1421,308.90,12515,40.90,281626,20.80,510333,12.85
824,2009-12-01,2,8,10,18,24,27,28,25,36,,24,4,3,1,6,3,1,3,0,0,0,0.00,5,62006.80,221,2888.25,1114,294.70,10574,36.20,226277,19.35,379365,12.95
