Draw,Date,Winning Number 1,2,3,4,5,6,7,Supplementary Number 1,2,3,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
1390,2020-10-06,10,12,13,22,25,26,43,2,34,,"12,22,25",4,3,3,4,1,2,3,0,1,1,11283854.81,2,104205.35,86,4989.30,626,352.50,5303,48.55,119725,24.60,213589,15.45
1389,2020-09-29,2,7,12,21,22,25,41,1,4,,"2,22",5,2,4,3,2,1,3,0,1,0,0.00,4,38347.90,66,4784.95,487,333.50,4250,44.60,95452,22.70,172764,14.05
1388,2020-09-22,2,3,18,22,34,37,45,14,30,,"2,18",4,3,3,4,2,1,1,2,1,0,0.00,3,39351.75,47,5171.40,343,364.45,2767,52.70,61805,26.95,109004,17.15
1387,2020-09-15,2,10,18,31,36,41,44,5,23,,"2,10",3,4,2,5,2,1,0,2,2,1,20000000.00,3,89266.15,139,3966.55,760,373.10,6451,51.30,140086,27.00,256775,16.50
1386,2020-09-08,2,10,13,15,21,24,34,22,42,,,5,2,3,4,2,2,2,1,0,0,0.00,5,40371.10,87,4776.85,571,374.30,5154,48.40,114834,24.80,197522,16.15
1385,2020-09-01,14,17,18,30,33,37,41,12,43,,17,3,4,4,3,0,3,1,2,1,0,0.00,4,34973.35,58,4965.80,369,401.40,3111,55.55,70344,28.10,129131,17.15
1384,2020-08-25,3,7,13,16,17,27,40,6,41,,,5,2,5,2,2,3,1,1,0,0,0.00,6,19188.20,101,2346.85,434,280.90,4507,31.55,83490,19.45,120357,15.15
1383,2020-08-18,10,12,21,22,26,43,45,1,19,,"10,22,43",4,3,3,4,1,1,3,0,2,1,12552379.34,7,36563.45,122,4319.20,755,358.95,6018,52.55,139358,25.95,260230,15.55
1382,2020-08-11,5,10,17,22,27,30,43,25,35,,,4,3,4,3,2,1,3,0,1,0,0.00,7,22465.05,110,2943.30,515,323.30,4484,43.30,96647,22.95,162102,15.35
1381,2020-08-04,25,29,32,33,34,36,41,3,4,,"32,36",0,7,4,3,0,0,2,4,1,0,0.00,7,17156.55,53,4665.20,237,536.55,2719,54.55,60233,28.15,105473,18.00
1380,2020-07-28,10,18,23,26,27,32,36,5,20,,"18,32",2,5,2,5,1,1,3,2,0,2,5865030.22,8,28024.30,94,4910.40,704,337.20,5431,51.00,126145,25.10,234490,15.15
1379,2020-07-21,13,16,18,29,32,38,39,15,37,,,3,4,3,4,0,3,1,3,0,0,0.00,4,38230.25,82,3839.50,353,458.70,3650,51.75,80577,26.80,138744,17.45
1378,2020-07-14,1,2,24,28,40,41,43,8,37,,,2,5,3,4,2,0,2,1,2,0,0.00,4,30455.70,39,6431.05,312,413.45,2539,59.25,60162,28.60,116880,16.50
1377,2020-07-07,4,5,7,9,12,13,32,19,35,,,6,1,4,3,4,2,0,1,0,1,50000000.00,16,32955.25,291,3730.55,1776,314.35,15564,41.85,336227,22.15,571228,14.60
1376,2020-06-30,1,17,26,28,38,39,44,14,41,,"1,17",2,5,3,4,1,1,2,2,1,0,0.00,7,51565.80,137,5424.50,887,430.90,8153,54.70,186825,27.30,338088,16.90
1375,2020-06-23,1,3,9,13,17,20,41,28,45,,"1,13",6,1,6,1,3,3,0,0,1,0,0.00,7,40274.90,137,4236.75,815,366.25,7996,43.55,174494,22.80,288066,15.50
1374,2020-06-16,1,2,13,21,22,27,38,24,33,,"27,38",5,2,4,3,2,1,3,1,0,0,0.00,3,67966.30,94,4465.85,566,381.45,5200,48.45,119445,24.10,206020,15.65
1373,2020-06-09,8,11,26,27,31,38,39,3,36,,"11,26",2,5,4,3,1,1,2,3,0,0,0.00,1,138934.20,53,5397.00,394,373.35,3182,53.95,76452,25.65,140866,15.60
1372,2020-06-02,6,11,18,20,26,28,42,37,45,,,4,3,1,6,1,3,2,0,1,0,0.00,4,27040.65,56,3976.55,301,380.50,2927,45.65,63779,23.95,100621,17.00
1371,2020-05-26,3,5,12,22,24,27,30,28,39,,24,4,3,3,4,2,1,4,0,0,1,2499646.40,0,0.00,77,4222.60,331,340.05,3756,34.95,73102,20.55,111751,15.05
1370,2020-05-19,11,19,21,23,24,25,45,33,41,,,3,4,6,1,0,2,4,0,1,1,16917396.58,7,39019.20,124,4534.95,693,417.30,7314,46.15,159904,24.10,268390,16.10
1369,2020-05-12,5,6,7,22,28,30,39,11,41,,,4,3,3,4,3,0,3,1,0,0,0.00,7,30779.90,85,5218.75,617,369.75,5250,50.70,123803,24.55,227198,15.00
1368,2020-05-05,1,10,25,26,27,29,31,14,34,,1,2,5,5,2,2,0,4,1,0,0,0.00,5,25642.60,65,4061.05,394,344.55,3733,42.45,77275,23.40,126719,16.00
1367,2020-04-28,1,8,14,22,34,44,45,38,42,,34,4,3,2,5,2,1,1,1,2,0,0.00,3,33922.30,41,5110.25,278,387.60,2347,53.55,54596,26.30,90520,17.80
1366,2020-04-21,11,13,16,23,28,34,39,8,21,,,3,4,4,3,0,3,2,2,0,1,2289010.50,2,48669.90,71,2822.60,350,294.45,2615,46.00,56319,24.40,106316,14.50
1365,2020-04-14,1,9,14,15,30,31,37,17,42,,15,4,3,5,2,2,2,1,2,0,1,15000000.00,4,55447.45,86,5309.60,590,398.05,5208,52.60,119407,26.20,210230,16.70
1364,2020-04-07,15,20,25,29,33,43,45,2,36,,,2,5,6,1,0,2,2,1,2,0,0.00,4,48116.05,58,6831.90,473,430.85,4449,53.45,102728,26.45,185844,16.40
1363,2020-03-31,5,10,11,30,32,34,42,36,40,,,3,4,2,5,2,1,1,2,1,0,0.00,3,40622.75,61,4113.20,289,446.50,2938,51.25,66528,25.85,115330,16.70
1362,2020-03-24,6,8,13,19,23,27,45,2,31,,,4,3,5,2,2,2,2,0,1,0,0.00,4,20792.35,51,3357.45,338,260.55,2845,36.10,59482,19.75,98153,13.40
1361,2020-03-17,5,9,12,14,16,24,33,2,17,,"14,24",5,2,3,4,2,3,1,1,0,1,15000000.00,3,56553.60,89,3924.75,520,345.45,4559,45.95,101503,23.60,182037,14.75
1360,2020-03-10,10,14,22,24,25,32,37,2,36,,14,3,4,2,5,1,1,3,2,0,0,0.00,5,29700.15,52,5879.55,355,442.90,3496,52.45,77673,27.00,138403,17.00
1359,2020-03-03,13,14,21,29,30,31,42,7,22,,31,3,4,4,3,0,2,3,1,1,0,0.00,5,22590.75,36,6459.75,358,334.05,2642,52.80,61343,26.00,123076,14.50
1358,2020-02-25,9,20,31,32,34,39,40,2,27,,"9,39",2,5,3,4,1,1,0,5,0,0,0.00,0,0.00,43,6466.25,204,471.80,1887,59.50,43876,29.25,80078,17.95
1357,2020-02-18,9,11,13,16,37,39,43,29,31,,,4,3,6,1,1,3,0,2,1,1,5018954.36,4,30217.90,53,4695.35,347,368.80,2741,54.45,63627,26.80,120505,15.85
1356,2020-02-11,8,19,20,21,24,26,31,1,12,,"24,31",4,3,3,4,1,2,3,1,0,0,0.00,3,30739.85,50,3797.30,368,265.35,2303,49.45,56354,23.10,106056,13.75
1355,2020-02-04,4,5,11,16,24,31,35,7,14,,"31,35",4,3,4,3,2,2,1,2,0,1,10000000.00,8,19695.85,87,3728.75,568,293.70,4220,46.10,93270,23.85,176717,14.10
1354,2020-01-28,3,9,12,31,35,36,40,1,8,,"12,40",3,4,4,3,2,1,0,4,0,0,0.00,2,54460.10,33,6795.40,246,468.80,2288,58.80,56932,27.00,108515,15.90
1353,2020-01-21,5,12,17,22,37,40,43,27,36,,40,4,3,4,3,1,2,1,2,1,0,0.00,6,15276.40,43,4388.55,359,270.35,2070,54.70,49009,26.40,92022,15.75
1352,2020-01-14,7,9,10,21,34,40,44,2,37,,"10,34",4,3,3,4,3,0,1,2,1,2,5209329.11,6,31413.85,83,4675.35,525,380.15,4627,50.30,104313,25.50,186175,16.00
1351,2020-01-07,10,15,17,26,28,34,45,12,18,,10,3,4,3,4,1,2,2,1,1,0,0.00,4,32671.45,56,4804.60,332,416.80,2976,54.25,69549,26.55,129612,15.95
1350,2019-12-31,1,5,10,11,23,29,39,40,42,,"5,29",4,3,6,1,3,1,2,1,0,0,0.00,1,123427.60,66,3850.25,343,381.00,3864,39.45,79375,21.95,118330,16.50
1349,2019-12-24,5,20,21,22,28,29,32,41,45,,32,4,3,3,4,1,1,4,1,0,1,20000000.00,11,22928.40,120,4327.15,696,383.70,6650,46.85,143780,24.75,235984,16.90
1348,2019-12-17,1,7,32,33,34,37,44,12,26,,"34,44",2,5,4,3,2,0,0,4,1,0,0.00,3,67282.45,83,5006.85,542,394.30,4425,56.35,104755,27.20,187892,17.00
1347,2019-12-10,3,8,19,30,34,35,44,15,20,,30,3,4,3,4,2,1,1,2,1,0,0.00,7,24522.45,75,4712.15,522,348.20,4405,48.15,96478,25.10,174033,15.60
1346,2019-12-03,11,26,28,30,37,42,45,1,35,,"26,42",1,6,3,4,0,1,3,1,2,0,0.00,4,31282.75,57,4519.70,377,351.45,2969,52.05,67366,26.20,120508,16.45
1345,2019-11-26,1,2,8,9,26,35,42,3,27,,8,4,3,3,4,4,0,1,1,1,0,0.00,2,48744.40,40,5017.80,287,359.65,2326,51.75,54164,25.40,102277,15.10
1344,2019-11-19,5,8,21,23,38,39,40,16,17,,"39,40",3,4,4,3,2,0,2,3,0,1,5000000.00,2,57343.95,44,5366.40,306,396.85,2623,54.00,61508,26.30,110921,16.35
1343,2019-11-12,9,28,29,32,39,40,41,18,26,,,1,6,4,3,1,0,2,3,1,0,0.00,0,0.00,25,11193.10,241,401.90,1876,60.25,43864,29.45,81763,17.70
1342,2019-11-05,4,8,23,24,30,36,42,21,37,,,2,5,1,6,2,0,3,1,1,1,10000000.00,9,17907.20,99,3351.60,457,373.40,4084,48.75,92098,24.70,152887,16.70
1341,2019-10-29,1,14,20,21,26,41,44,4,45,,14,4,3,3,4,1,2,2,0,2,0,0.00,3,40149.45,43,5767.00,296,430.85,2591,57.45,62564,27.20,118030,16.15
1340,2019-10-22,14,16,27,28,30,33,42,2,36,,42,2,5,2,5,0,2,3,1,1,0,0.00,1,102325.75,31,6795.85,263,411.95,2322,54.45,54928,26.30,98748,16.40
1339,2019-10-15,5,13,20,22,25,32,42,21,23,,5,4,3,3,4,1,2,2,1,1,1,50000000.00,12,42198.10,250,4170.15,1468,365.25,13017,48.05,288770,24.75,513075,15.60
1338,2019-10-08,5,12,14,18,35,37,40,10,16,,"12,37",4,3,3,4,1,3,0,3,0,0,0.00,10,38766.45,173,4613.50,1013,405.20,9063,52.85,207723,26.35,378160,16.20
1337,2019-10-01,7,10,12,27,28,37,42,21,22,,12,3,4,3,4,2,1,2,1,1,0,0.00,13,24695.20,157,4209.95,1203,282.55,8407,47.15,193850,23.40,353265,14.40
1336,2019-09-24,12,17,24,26,36,38,45,1,39,,"17,36",2,5,2,5,0,2,2,2,1,0,0.00,6,43920.80,123,4411.00,705,395.80,6262,52.00,139243,26.70,242074,17.25
1335,2019-09-17,3,14,17,28,30,36,40,25,32,,"14,17,28",3,4,2,5,1,2,2,2,0,0,0.00,8,19014.75,68,4605.65,405,397.70,3636,51.70,83699,25.65,143758,16.75
1334,2019-09-10,12,14,17,23,26,28,35,15,29,,23,3,4,3,4,0,3,3,1,0,0,0.00,1,109954.95,45,5030.60,330,352.80,3183,42.65,66729,23.25,114725,15.15
1333,2019-09-03,6,13,23,27,38,39,44,2,7,,27,2,5,4,3,1,1,2,2,1,0,0.00,3,30897.60,46,4148.65,293,334.95,2493,45.95,52469,24.95,97001,15.10
1332,2019-08-27,7,20,22,27,29,32,40,25,33,,7,3,4,3,4,1,1,3,2,0,1,10000000.00,6,25640.10,51,6210.40,424,384.15,3937,48.25,91085,23.85,159197,15.30
1331,2019-08-20,1,5,7,16,37,41,43,10,20,,"1,7",4,3,6,1,3,1,0,1,2,0,0.00,1,117963.10,48,5059.70,283,441.35,2803,52.00,62737,26.55,115300,16.20
1330,2019-08-13,1,7,11,14,18,21,27,35,36,,,6,1,5,2,2,3,2,0,0,0,0.00,3,33572.00,111,1868.05,491,217.20,4903,25.40,82891,17.15,111315,14.30
1329,2019-08-06,13,15,19,24,32,37,45,23,28,,,3,4,5,2,0,3,1,2,1,1,40000000.00,9,45908.55,172,4945.70,1061,412.35,9371,54.45,219891,26.55,402004,16.25
1328,2019-07-30,5,11,21,23,27,30,34,40,42,,"23,30",3,4,5,2,1,1,4,1,0,0,0.00,11,30017.35,206,3300.00,1122,311.60,10277,39.70,212386,21.95,325082,16.05
1327,2019-07-23,4,9,15,23,25,30,37,24,42,,37,3,4,5,2,2,1,3,1,0,0,0.00,7,36041.10,132,3934.95,719,371.55,6727,46.35,145814,24.45,240618,16.60
1326,2019-07-16,5,8,14,22,31,32,37,10,23,,"22,31",4,3,3,4,2,1,1,3,0,0,0.00,5,31981.55,57,5775.80,440,384.80,3667,53.85,86044,26.25,163429,15.50
1325,2019-07-09,9,10,15,17,22,31,35,14,45,,9,5,2,5,2,2,2,1,2,0,0,0.00,3,37190.35,56,4101.90,284,415.95,2857,48.25,62838,25.05,106970,16.50
1324,2019-07-02,5,6,7,9,28,40,44,37,41,,,4,3,3,4,4,0,1,1,1,0,0.00,3,32401.70,54,3706.10,212,485.50,2525,47.55,57339,23.95,86535,17.75
1323,2019-06-25,14,19,25,29,35,36,42,1,13,,35,2,5,4,3,0,2,2,2,1,2,40000000.00,26,35878.80,468,4103.80,2640,374.15,22814,50.50,510972,25.75,906194,16.30
1322,2019-06-18,2,3,6,16,30,35,43,28,41,,"2,30,43",4,3,3,4,3,1,1,1,1,0,0.00,19,37162.00,326,4459.15,1897,394.10,17149,50.85,388624,25.65,678037,16.50
1321,2019-06-11,2,7,26,30,34,37,43,5,8,,2,2,5,3,4,2,0,2,2,1,0,0.00,14,33152.45,181,5279.40,1282,383.35,11348,50.50,253862,25.80,454912,16.15
1320,2019-06-04,2,4,9,17,18,22,28,23,32,,,6,1,2,5,3,2,2,0,0,0,0.00,10,38206.20,212,3710.35,1215,332.95,11870,39.75,239819,22.50,393465,15.35
1319,2019-05-28,3,13,20,24,30,33,34,11,29,,33,3,4,3,4,1,2,2,2,0,0,0.00,14,22364.50,153,4213.25,872,380.20,8350,46.30,182450,24.25,324509,15.25
1318,2019-05-21,2,18,26,33,36,40,45,5,31,,45,2,5,2,5,1,1,1,3,1,0,0.00,9,23364.25,106,4084.20,604,368.60,4754,54.65,111389,26.65,200054,16.65
1317,2019-05-14,16,17,19,23,30,35,45,14,36,,23,3,4,5,2,0,3,2,1,1,0,0.00,4,41027.10,80,4223.40,423,410.80,3997,50.70,90851,25.50,156061,16.65
1316,2019-05-07,3,4,5,15,23,41,42,29,43,,,4,3,5,2,3,1,1,0,2,0,0.00,2,54804.15,32,7052.00,277,418.95,2306,58.70,57967,26.70,103099,16.80
1315,2019-04-30,6,10,18,22,24,25,32,41,45,,6,4,3,1,6,2,1,3,1,0,0,0.00,1,89679.15,42,4396.05,200,474.75,2254,49.15,50491,25.05,76592,18.55
1314,2019-04-23,4,6,7,16,23,26,33,8,10,,6,4,3,3,4,3,1,2,1,0,1,15000000.00,8,23531.95,165,2349.00,658,302.95,5390,43.15,115363,23.05,213912,13.95
1313,2019-04-16,6,9,12,21,22,36,40,2,27,,22,5,2,2,5,2,1,2,2,0,0,0.00,4,44127.40,67,5423.90,539,346.75,4520,48.25,102735,24.25,191453,14.60
1312,2019-04-09,13,17,20,22,31,37,39,40,41,,"17,22,37",4,3,5,2,0,3,1,3,0,0,0.00,1,126021.15,68,3815.50,353,378.00,3051,51.00,68166,26.10,114806,17.35
1311,2019-04-02,7,9,17,22,36,37,43,8,39,,9,4,3,5,2,2,1,1,2,1,0,0.00,2,49539.50,55,3708.85,277,378.75,2759,44.35,57372,24.40,97469,16.10
1310,2019-03-26,9,12,18,24,25,28,29,13,31,,28,3,4,3,4,1,2,4,0,0,3,23333333.34,14,49892.40,342,4204.90,2252,328.40,18286,47.20,411393,23.95,718031,15.40
1309,2019-03-19,6,13,14,22,28,40,41,17,18,,28,4,3,2,5,1,2,2,1,1,0,0.00,11,45932.30,207,5025.30,1397,382.95,11584,53.90,272266,26.20,498023,16.05
1308,2019-03-12,7,9,25,27,28,36,37,14,21,,"7,9",2,5,5,2,2,0,3,2,0,0,0.00,5,72941.45,180,4171.50,1068,361.55,9259,48.65,211695,24.30,376748,15.30
1307,2019-03-05,7,9,22,30,33,38,42,35,43,,9,3,4,3,4,2,0,2,2,1,0,0.00,6,46606.60,137,4202.40,792,373.85,6659,51.90,153689,25.70,266551,16.60
1306,2019-02-26,8,9,23,27,32,37,45,3,31,,9,2,5,5,2,2,0,2,2,1,0,0.00,1,166059.15,76,4498.50,450,390.75,4518,45.40,94302,24.85,169115,15.55
1305,2019-02-19,9,15,17,26,30,34,42,23,41,,,3,4,3,4,1,2,2,1,1,0,0.00,4,35834.85,53,5568.10,348,436.10,3287,53.85,75538,26.80,133150,17.05
1304,2019-02-12,3,5,6,10,12,36,39,9,26,,6,5,2,3,4,4,1,0,2,0,0,0.00,2,51911.40,49,4362.30,406,270.75,2618,49.00,60893,24.05,117769,13.95
1303,2019-02-05,1,6,7,8,16,37,41,17,28,,,5,2,4,3,4,1,0,1,1,0,0.00,4,23200.90,43,4443.40,282,348.45,2217,51.70,52112,25.15,97577,15.05
1302,2019-01-29,4,19,22,26,27,35,38,25,36,,"4,26,35",3,4,3,4,1,1,3,2,0,1,20000000.00,7,38896.30,151,3712.35,721,399.85,7071,47.55,156823,24.50,269064,16.00
1301,2019-01-22,4,7,25,26,32,35,36,41,45,,36,2,5,3,4,2,0,2,3,0,0,0.00,2,125093.10,111,4640.45,649,408.15,6097,50.70,137790,25.65,235959,16.80
1300,2019-01-15,15,20,27,28,31,36,42,38,40,,"20,36",2,5,3,4,0,2,2,2,1,0,0.00,2,74030.35,52,5862.15,350,447.90,3482,52.55,80314,26.05,137236,17.05
1299,2019-01-08,5,12,20,32,35,36,43,10,45,,"20,32",3,4,3,4,1,2,0,3,1,0,0.00,1,101094.25,39,5336.80,270,396.45,2333,53.55,51980,27.45,98114,16.30
1298,2019-01-01,11,20,23,26,30,32,44,6,18,,"11,32",2,5,2,5,0,2,3,1,1,0,0.00,3,24467.20,48,3148.35,216,359.80,1820,49.80,41440,25.00,73757,15.75
1297,2018-12-25,4,7,11,28,32,33,38,3,40,,4,3,4,3,4,2,1,1,3,0,1,10000000.00,4,33465.80,85,3242.35,422,335.85,3878,42.65,81449,23.20,139948,15.15
1296,2018-12-18,4,13,15,16,27,29,45,26,43,,,4,3,5,2,1,3,2,0,1,0,0.00,2,51383.45,42,5037.60,338,321.95,2925,43.40,62099,23.35,103148,15.75
1295,2018-12-11,7,8,18,33,37,38,42,20,32,,18,3,4,3,4,2,1,0,3,1,0,0.00,1,82723.95,28,6082.65,183,478.65,1982,51.55,43218,27.00,75600,17.30
1294,2018-12-04,18,19,20,21,27,32,35,17,44,,18,4,3,4,3,0,3,2,2,0,1,2025065.83,4,21522.65,41,4323.05,239,381.40,1945,54.70,46515,26.15,82286,16.55
1293,2018-11-27,4,7,13,18,25,30,38,3,5,,13,4,3,3,4,2,2,2,1,0,1,2127748.02,4,22604.85,69,2697.95,289,331.25,2522,44.30,56436,22.60,103361,13.85
1292,2018-11-20,2,13,19,22,24,28,39,1,5,,"19,28",4,3,3,4,1,2,3,1,0,1,10000000.00,5,37866.95,110,3543.70,577,347.45,4948,47.25,109240,24.45,198432,15.10
1291,2018-11-13,9,11,16,19,28,42,45,6,35,,,4,3,4,3,1,3,1,0,2,0,0.00,2,63278.60,64,4071.25,389,344.50,3080,50.75,71155,25.10,129464,15.45
1290,2018-11-06,3,14,15,22,23,27,34,8,33,,"3,14",4,3,4,3,1,2,3,1,0,0,0.00,1,82455.85,54,3143.75,202,432.20,2307,44.15,47736,24.40,87246,14.95
1289,2018-10-30,3,7,8,14,17,28,31,30,39,,"7,28",5,2,4,3,3,2,1,1,0,2,7500000.00,8,21711.30,125,2860.80,568,323.80,5764,37.20,116359,21.05,175528,15.65
1288,2018-10-23,7,12,27,28,32,33,44,17,19,,,2,5,3,4,1,1,2,2,1,0,0.00,4,37516.30,83,3722.40,557,285.25,3878,47.80,87755,24.15,162015,14.65
1287,2018-10-16,2,3,14,15,21,41,43,25,29,,41,5,2,5,2,2,2,1,0,2,0,0.00,2,56577.40,43,5417.80,288,416.00,2505,55.80,57405,27.85,108905,16.45
1286,2018-10-09,4,25,26,30,32,41,45,9,44,,41,1,6,3,4,1,0,3,1,2,0,0.00,3,30284.95,18,10391.90,196,490.80,1768,63.50,43769,29.30,82235,17.50
1285,2018-10-02,7,15,16,24,38,41,43,27,34,,24,3,4,4,3,1,2,1,1,2,1,10000000.00,3,60481.40,78,4789.25,462,415.85,3863,58.00,90014,28.45,173484,16.55
1284,2018-09-25,17,20,21,24,29,33,39,8,31,,"20,33,39",3,4,5,2,0,2,3,2,0,0,0.00,3,42885.55,50,5297.65,372,366.20,2943,54.00,69021,26.30,126454,16.10
1283,2018-09-18,20,23,26,32,33,39,42,22,24,,"23,32",1,6,3,4,0,1,2,3,1,0,0.00,1,93700.65,19,10153.30,216,459.30,1978,58.50,45811,28.90,82700,17.95
1282,2018-09-11,2,4,6,23,30,32,36,11,27,,"30,36",3,4,1,6,3,0,2,2,0,1,30000000.00,8,40004.75,143,4607.70,904,374.85,7522,52.55,174036,25.95,327972,15.45
1281,2018-09-04,11,15,25,30,33,36,41,14,34,,,2,5,5,2,0,2,2,2,1,0,0.00,3,73101.10,109,4142.25,583,398.30,5285,51.25,119778,25.85,206451,16.80
1280,2018-08-28,1,2,13,19,21,23,34,11,33,,,5,2,5,2,2,2,2,1,0,0,0.00,4,46638.45,65,5908.95,567,348.35,4772,48.30,111327,23.65,204465,14.45
1279,2018-08-21,3,4,9,12,14,32,38,24,35,,38,5,2,2,5,3,2,0,2,0,0,0.00,3,48281.60,49,6085.90,377,406.80,3233,55.35,79560,25.70,139910,16.40
1278,2018-08-14,5,11,24,25,28,37,38,1,27,,24,2,5,4,3,1,1,3,2,0,0,0.00,2,47274.15,47,4141.65,253,395.70,2288,51.05,51263,26.05,97673,15.30
1277,2018-08-07,14,15,21,24,26,31,40,3,33,,"26,40",3,4,3,4,0,2,3,2,0,2,35000000.00,23,32521.30,311,4951.70,2045,387.30,17766,52.00,411946,25.65,741824,15.95
1276,2018-07-31,1,7,10,13,25,26,40,31,38,,"13,40",4,3,4,3,3,1,2,1,0,0,0.00,18,24937.50,213,4338.75,1432,331.90,12131,45.70,269394,23.50,447888,15.85
1275,2018-07-24,2,3,13,22,38,39,40,7,34,,38,4,3,3,4,2,1,1,3,0,0,0.00,10,35841.65,150,4919.45,1010,375.75,8263,53.60,188959,26.80,357736,15.85
1274,2018-07-17,11,17,19,20,28,38,42,27,35,,,4,3,3,4,0,4,1,1,1,0,0.00,4,72758.55,130,4609.15,805,382.80,7559,47.55,167482,24.55,296496,15.55
1273,2018-07-10,1,3,10,13,37,40,44,6,41,,10,4,3,4,3,3,1,0,2,1,0,0.00,3,64007.30,70,5647.70,603,337.20,4702,50.45,106390,25.50,185002,16.40
1272,2018-07-03,4,9,10,16,18,23,27,35,41,,10,5,2,3,4,3,2,2,0,0,0,0.00,7,23770.90,108,3172.05,484,364.00,5089,40.40,105020,22.35,158149,16.65
1271,2018-06-26,10,11,14,22,32,34,36,2,30,,"10,22",4,3,1,6,1,2,1,3,0,0,0.00,4,28486.15,49,4787.60,292,413.20,2591,54.30,61278,26.25,113569,15.90
1270,2018-06-19,10,16,18,20,22,26,35,25,34,,22,5,2,1,6,1,3,2,1,0,0,0.00,1,85795.30,42,4205.65,251,361.90,2213,47.90,49694,24.35,83833,16.20
1269,2018-06-12,2,7,12,22,31,38,45,11,29,,45,4,3,3,4,2,1,1,2,1,1,15000000.00,2,101424.10,99,4218.45,587,365.90,5359,46.75,118562,24.15,217818,14.75
1268,2018-06-05,11,18,23,30,33,37,45,3,6,,,2,5,5,2,0,2,2,2,1,0,0.00,5,29002.45,53,5633.10,484,317.25,3526,50.80,81770,25.05,151756,15.10
1267,2018-05-29,1,8,9,12,13,21,44,10,38,,"12,13",6,1,4,3,3,2,1,0,1,0,0.00,3,35225.20,53,4105.05,336,333.00,3126,41.75,67145,22.20,110614,15.10
1266,2018-05-22,2,12,13,19,31,39,45,24,41,,"12,13",4,3,5,2,1,3,0,2,1,0,0.00,2,42396.60,39,4476.25,233,385.35,2091,50.10,47152,25.40,78628,17.05
1265,2018-05-15,3,6,12,13,29,40,41,4,39,,"29,41",4,3,4,3,2,2,1,1,1,2,7500000.00,3,64518.45,79,5044.25,539,380.20,4779,50.05,106805,25.60,184585,16.60
1264,2018-05-08,9,27,29,31,41,43,45,6,16,,"9,27",1,6,7,0,1,0,2,1,3,0,0.00,4,38405.95,96,3294.65,399,407.65,4006,47.35,86427,25.10,146393,16.60
1263,2018-05-01,8,9,11,15,19,27,36,5,29,,27,5,2,5,2,2,3,1,1,0,0,0.00,1,114917.55,48,4929.05,489,248.85,3540,40.10,78268,20.75,149004,12.20
1262,2018-04-24,4,7,16,27,29,39,45,24,40,,"7,27",3,4,5,2,2,1,2,1,1,0,0.00,4,22808.35,32,5869.80,231,418.20,2400,46.95,54467,23.65,89967,16.05
1261,2018-04-17,7,11,20,23,27,36,43,18,26,,23,3,4,5,2,1,2,2,1,1,1,10000000.00,8,22492.85,121,3061.75,641,297.25,5611,39.60,114740,22.15,194008,14.70
1260,2018-04-10,3,15,17,23,25,31,40,16,26,,,3,4,6,1,1,2,2,2,0,0,0.00,4,31166.00,82,3130.00,328,402.45,3186,48.35,71366,24.65,122173,16.15
1259,2018-04-03,2,13,24,26,36,37,42,14,44,,,2,5,2,5,1,1,2,2,1,0,0.00,4,21560.40,61,2910.75,198,461.20,2066,51.55,45338,26.85,77453,17.60
1258,2018-03-27,3,5,19,22,27,29,38,35,41,,,4,3,5,2,2,1,3,1,0,1,10000000.00,4,44136.35,89,4084.00,607,307.95,5039,43.30,111540,22.35,177708,15.70
1257,2018-03-20,4,8,11,13,16,32,34,20,29,,,5,2,2,5,2,3,0,2,0,0,0.00,2,51811.95,51,4183.20,374,293.35,2626,48.75,61867,23.65,113017,14.50
1256,2018-03-13,5,18,23,25,29,35,39,15,21,,"5,18",2,5,6,1,1,1,3,2,0,0,0.00,3,28636.00,63,2807.45,343,265.20,2392,44.35,50011,24.25,93618,14.50
1255,2018-03-06,5,18,30,34,37,38,41,11,28,,,2,5,3,4,1,1,1,3,1,2,15000000.00,11,30483.20,133,5190.65,896,396.25,7452,55.60,175046,27.05,330268,16.05
1254,2018-02-27,2,16,25,29,31,33,39,36,42,,"2,29",2,5,5,2,1,1,2,3,0,0,0.00,6,38329.25,91,5203.05,603,403.80,5300,53.60,122209,26.55,209698,17.35
1253,2018-02-20,1,2,5,11,15,29,35,21,31,,"2,35",5,2,6,1,3,2,1,1,0,0,0.00,5,39912.00,133,3089.15,696,303.60,5868,42.00,125845,22.40,214633,14.70
1252,2018-02-13,2,3,26,35,37,40,42,32,36,,"35,40",2,5,3,4,2,0,1,3,1,0,0.00,4,31379.80,53,4875.90,277,479.80,2511,61.75,61980,28.60,110552,17.95
1251,2018-02-06,6,11,22,35,40,41,43,21,45,,40,3,4,4,3,1,1,1,2,2,0,0.00,0,0.00,29,9351.40,241,389.50,1991,55.00,45990,27.20,87512,16.05
1250,2018-01-30,2,5,12,24,31,40,45,16,30,,31,3,4,3,4,2,1,1,2,1,1,10000000.00,7,27574.05,90,4415.45,532,384.15,4718,50.55,105111,25.90,190458,16.05
